ela_mean,ela_std,ela_max,noise_mean,noise_std,fft_center,fft_total,entropy,width,height,megapixels,aspect_ratio,brightness,contrast,r_mean,r_std,g_mean,g_std,b_mean,b_std,label_encoded,filename
0.1715262789067975,0.1632633403968407,0.14084507042253522,0.15906854047684404,0.10257673986960318,0.5433683391676393,0.4258391049547149,0.4582695252679939,0.2839227489340356,0.28385870426104864,0.20824082538853333,0.4996261216350947,0.030149760935709487,0.15699578848853535,0.027767874826698357,0.15302617553002487,0.031221630155910795,0.15465747979329533,0.031221630155910795,0.16275762054828904,0,29087.png
0.0872543798177996,0.05369870930456559,0.04225352112676056,0.06708758210194367,0.01606497295851892,0.7973609200206669,0.44910317883146866,0.760897506016189,1.0,1.0,0.9999999999999998,0.546036889332004,0.30430315722922513,0.2218062704726252,0.3025945731828086,0.2186426625607012,0.30507203473455696,0.21338280111302502,0.30507203473455696,0.224558663580333,0,5915.png
0.140916608269096,0.09923425158928915,0.15492957746478875,0.21907242378997968,0.3669357270003225,0.6786197367886356,0.42560824009944953,0.9529506672500546,0.3481314271381991,0.28385870426104864,0.25101214574898784,0.6242522432701895,0.5568024657209468,0.7739822180627047,0.5557140027728263,0.777685656757077,0.5572922834024077,0.7137140585663176,0.5572922834024077,0.7510946258750035,1,26286.png
0.06628731604765242,0.06270468117896359,0.16901408450704228,0.11416940618785862,0.3738147232541008,0.4926534190192563,0.47053809270111857,0.44835648654561366,0.3295711060948081,0.28385870426104864,0.23867049758391015,0.58821036889332,0.33093610463508116,0.1548900327562003,0.32929292929292936,0.15089423190808957,0.33167554766133805,0.1527494368623294,0.33167554766133805,0.16074964442089412,0,37421.png
0.18755991590749826,0.12422943556154885,0.12676056338028172,0.10853190677370327,0.05388896607952266,0.17452411222766007,0.16874445036405605,0.3921598118573616,0.23827439177326307,0.013305876762236657,0.024748596055896563,1.0000000000000002,0.8910578100920694,0.13944782405240994,0.8873836403248169,0.13715503967783965,0.8911782119597395,0.1387571220352458,0.8948884941780145,0.14189697966924172,1,26206.png
0.312958654519972,0.2814486611442882,0.323943661971831,0.12946162550131562,0.11216119501587361,0.39431198732127004,0.21317705558515365,0.5636895646466856,0.12340105342362678,0.12165373039759228,0.04773409951678203,0.4996261216350947,0.6471332042517881,0.18015910154422088,0.6782333135274313,0.15563188440127917,0.5982632721531478,0.21539684642904464,0.8177619893428063,0.032239172267618604,0,10348.png
0.23689418360196215,0.20082835677133498,0.3380281690140845,0.13738894059200438,0.1694791729475083,0.9076728376785849,0.6975137630971407,0.7928790199081163,1.0,1.0,0.9999999999999998,0.2088484546360917,0.7183387995416288,0.3114178755264389,0.6397702515349575,0.37735402108255367,0.8039076376554173,0.35500198754471973,0.48367870534833235,0.44487826644727674,0,41830.png
0.49941976173791175,0.3685706029666731,0.1971830985915493,1.0,0.7719680902658533,0.6899864736991822,0.673201917954182,0.9933138262962152,0.2794080762478054,0.28385870426104864,0.20523703800444038,0.490852442671984,0.5451851266448019,0.6506785212915303,0.5440681323034265,0.6528485135615304,0.5456877836984408,0.6019875447197561,0.5456877836984408,0.6335164681931005,0,57143.png
0.11609250175192715,0.12225486418801769,0.4788732394366197,0.07138600802105023,0.07119131946173952,0.6515090823594979,0.45945657964837505,0.4062841828921461,0.765487835465262,0.7197845715190876,0.9999999999999998,0.5411515453639082,0.01624056585134548,0.09534394010294805,0.026896415131709255,0.12258675826128154,0.013972764949674362,0.10165628726646349,0.0008683639234260903,0.015394483643361129,0,39007.png
0.09880308339173091,0.06104315160855324,0.028169014084507043,0.11868208386617299,0.08445645705477244,0.29224356629919257,0.15356064642159473,0.8660714285714285,0.3581640331075997,0.02090923491208617,0.04414261460101867,1.0000000000000002,0.7069980637768206,0.5418811417875528,0.7062784709843534,0.5426980930948716,0.707321886717979,0.5034053266198489,0.707321886717979,0.5297710349443624,0,52848.png
0.4147217939733708,0.5601762666152957,0.4929577464788732,0.2989481577696392,0.3500318520596355,0.46097981504380103,0.3281299946723494,0.6813744257274118,0.07925758715826435,0.13242515444321243,0.035588350528927774,0.3001246261216351,0.7160469435334098,0.7463734206832008,0.7452960982372748,0.6632713490465476,0.6898361949871719,0.7557970054326222,0.7747385040457864,0.5979306690464903,0,26929.png
0.19368185003503854,0.1586881140435369,0.4929577464788732,0.11272320681320594,0.09261477883135712,0.72110277085982,0.5020955425324097,0.5625,0.765487835465262,0.7197845715190876,0.9999999999999998,0.5411515453639082,0.08475915754534319,0.15734674777725785,0.1219251336898396,0.19637569584270995,0.08138938227748174,0.1634556777527494,0.005683836589698046,0.021083749337646764,0,65532.png
0.0207428170988087,0.03746869581968791,0.07042253521126761,0.04074800645433424,0.06205777413088444,0.35426717056491197,0.15666844255016865,0.28944705753664407,0.09129671432154501,0.12165373039759228,0.03702494449523312,0.375,0.024143517603825028,0.14553111839026672,0.021746880570409983,0.1414189269217103,0.025222024866785077,0.1442692460580363,0.025222024866785077,0.15182530607691666,0,63102.png
0.22355150665732312,0.1689703332691196,0.15492957746478875,0.21551048829314995,0.13683539956639257,0.5875232936832758,0.5217545729000176,0.34826897834171955,0.48908954100827684,0.5544115317598606,0.6374559226851246,0.4333748753738783,0.8286640060062433,0.10552175947590078,0.8282432164785107,0.100911998104939,0.8288533649102032,0.10801643036968331,0.8288533649102032,0.11367375965641298,0,38294.png
0.6550693763139454,0.5701454440377577,0.4507042253521127,0.5685839967326606,0.348637177514281,0.6625507236280676,0.6499200852424077,0.8462180048129512,0.4645096563832455,0.3814351338507841,0.4291497975708502,0.625,0.6427865807879243,0.3694431445952269,0.7887898593780948,0.3832760866990407,0.5982632721531478,0.369418311912018,0.490191434774028,0.4559221351479488,0,14898.png
0.06539032936229855,0.07086784819880564,0.11267605633802817,0.15625648613724163,0.4290773913294237,0.619626488328486,0.3559048126442904,0.6730748195143295,0.2839227489340356,0.28385870426104864,0.20824082538853333,0.4996261216350947,0.6382423835302486,0.6510294805802528,0.6373539314715787,0.6532038374985196,0.638642194592461,0.6023055518749172,0.638642194592461,0.6338511308809996,0,35586.png
0.5989628591450595,0.5631140435368909,0.4929577464788732,0.4734696063793461,0.30589512152281684,0.7077970706560547,0.6178121115254839,0.8613268431415445,0.4645096563832455,0.3814351338507841,0.4291497975708502,0.625,0.6442881416208954,0.5717126813289659,0.7452960982372748,0.5447115954044771,0.6332741267021906,0.5782430104677354,0.4365107558713242,0.5129263463201049,0,64128.png
0.11804344779257184,0.10549508765170486,0.4647887323943662,0.07247065755203974,0.03801274606699158,0.5737880028097554,0.4280056828272064,0.4093606431852986,0.765487835465262,0.7197845715190876,0.9999999999999998,0.5411515453639082,0.019283202276050106,0.034277023865231626,0.03244206773618539,0.04654743574558806,0.0164199723702388,0.043460977872002114,0.0005920663114268798,0.008255012968179157,0,25067.png
0.07406867554309743,0.050592371412059314,0.028169014084507043,0.059588770529670515,0.02118227504974427,0.549301334633716,0.30779612857396554,0.767829796543426,0.6064710308502633,0.35038808807223193,0.5111662531017368,0.9130857427716849,0.7770577310625519,0.19361254094525035,0.7765102000396119,0.1900983062892337,0.7773041247286362,0.18783622631509206,0.7773041247286362,0.19767409431910088,0,14891.png
0.2229908899789769,0.15423328838374106,0.12676056338028172,0.22217907429849287,0.19489790300720145,0.3553353419599786,0.31971230687266916,0.7002160358783636,0.3426134938550288,0.03294788531601458,0.05158678333550999,1.0000000000000002,0.6470146599755009,0.6468179691155826,0.6461477520301051,0.648939950254649,0.6474047760015789,0.5984894660129852,0.6474047760015789,0.6298351786262097,0,6117.png
0.312375613174492,0.23709304565594302,0.16901408450704228,0.49091773401983163,0.3633808798508852,0.6106050842636296,0.5645356064642159,0.7136977685408007,0.32154502131928764,0.28385870426104864,0.23331592007313567,0.5726570289132602,0.6372545145611886,0.3383247543284979,0.6363636363636365,0.33661020964112287,0.6376554174067496,0.31896117662647405,0.6376554174067496,0.3356666759628525,1,64272.png
0.2170707778556412,0.1422413793103448,0.08450704225352113,0.20162429614949415,0.10033267706730355,0.3764433375711874,0.34136032676256434,0.5606131043535332,0.18710810132932026,0.21542848091240296,0.11218492882329895,0.4280408773678963,0.24649306515983718,0.10329901731399158,0.2446425034660329,0.09866161317067394,0.24732583382672188,0.1060023850536637,0.24732583382672188,0.11155422929971834,1,63282.png
0.0673188507358094,0.045126179926796364,0.04225352112676056,0.057821193516206126,0.024474965329754024,0.2685580266694533,0.1381282187888474,0.23450831327936994,0.09129671432154501,0.12165373039759228,0.03702494449523312,0.375,0.014027739360651202,0.057791296209639686,0.011606258665082195,0.052587942674404836,0.015117426485099663,0.06476745726778853,0.015117426485099663,0.06815963410212791,0,2476.png
0.10718990889978977,0.0980543247929108,0.38028169014084506,0.06643143608936976,0.03434254989500618,0.5048793372693129,0.41475759190197115,0.3571428571428571,0.765487835465262,0.7197845715190876,0.9999999999999998,0.5411515453639082,0.012605208045204885,0.021759475900795508,0.0225787284610814,0.030202534644083855,0.010104598381685415,0.03190671790115277,0.0003947108742845865,0.007251024904481692,0,56563.png
0.2556860546601262,0.21053265266807936,0.4225352112676056,0.11380785634419545,0.1488002390870649,0.9340404163546329,0.6594920973184158,0.8038859111791731,1.0,1.0,0.9999999999999998,0.6242522432701895,0.6935630457976054,0.3284978942442677,0.5958407605466429,0.391803861186782,0.7883560292086046,0.3735524049291109,0.46181172291296624,0.4548065928549517,0,36968.png
0.5935360896986686,0.5486418801772298,0.591549295774648,0.444585791091144,0.3089361412081762,0.7166327057826388,0.6287693127330846,0.8689838109822795,0.4645096563832455,0.3814351338507841,0.4291497975708502,0.625,0.506460663057652,0.5396583996256434,0.6611210140621907,0.5494492478976668,0.47637655417406743,0.5237577845501523,0.2570357213341227,0.5845441615305241,0,27462.png
